Navigational position (  -2.62858320041,   -5.21066703425,   -2.15205671356)
Navigational position (  -1.91659163999,   -5.41696296796,    -2.7588429527)
Navigational position (   -2.4124372821,   -5.21748187646,   -2.03509824654)
